"","year","month","day","dep_time","sched_dep_time","dep_delay","arr_time","sched_arr_time","arr_delay","carrier","flight","tailnum","origin","dest","air_time","distance","hour","minute","time_hour","orig.id"
"69",2013,12,4,1528,1530,-2,1919,1903,16,"DL",417,"N199DN","JFK","LAX",378,2475,15,30,2013-12-04 15:00:00,"2992"
"70",2013,6,28,2000,1916,44,2319,2225,54,"UA",1439,"N11206","EWR","LAX",327,2454,19,16,2013-06-28 19:00:00,"8661"
"71",2013,4,20,1540,1545,-5,1901,1910,-9,"AA",133,"N335AA","JFK","LAX",345,2475,15,45,2013-04-20 15:00:00,"6242"
"72",2013,11,1,2055,2100,-5,2349,20,-31,"DL",427,"N1200K","JFK","LAX",331,2475,21,0,2013-11-01 21:00:00,"1930"
"73",2013,11,26,1903,1900,3,2138,2215,-37,"AA",21,"N329AA","JFK","LAX",313,2475,19,0,2013-11-26 19:00:00,"2754"
"74",2013,1,30,1657,1700,-3,2029,2036,-7,"DL",127,"N710TW","JFK","LAX",334,2475,17,0,2013-01-30 17:00:00,"838"
"75",2013,12,7,1816,1815,1,2146,2152,-6,"DL",426,"N192DN","JFK","LAX",366,2475,18,15,2013-12-07 18:00:00,"3099"
"76",2013,7,10,835,840,-5,1131,1132,-1,"UA",443,"N508UA","JFK","LAX",307,2475,8,40,2013-07-10 08:00:00,"9033"
"77",2013,6,2,2054,1910,104,2400,2240,80,"AA",21,"N332AA","JFK","LAX",315,2475,19,10,2013-06-02 19:00:00,"7739"
"78",2013,9,20,1617,1525,52,1916,1840,36,"AA",133,"N320AA","JFK","LAX",335,2475,15,25,2013-09-20 15:00:00,"11560"
"79",2013,9,9,1627,1630,-3,1901,1940,-39,"AA",181,"N329AA","JFK","LAX",299,2475,16,30,2013-09-09 16:00:00,"11187"
"80",2013,4,9,1545,1540,5,1838,1855,-17,"UA",1101,"N13110","JFK","LAX",318,2475,15,40,2013-04-09 15:00:00,"5859"
"81",2013,10,10,1814,1815,-1,2103,2138,-35,"DL",17,"N188DN","JFK","LAX",321,2475,18,15,2013-10-10 18:00:00,"1198"
"82",2013,12,9,859,900,-1,1230,1225,5,"AA",1,"N339AA","JFK","LAX",353,2475,9,0,2013-12-09 09:00:00,"3141"
"83",2013,3,26,638,638,0,925,951,-26,"UA",387,"N561UA","EWR","LAX",324,2454,6,38,2013-03-26 06:00:00,"5393"
"84",2013,2,11,928,920,8,1229,1233,-4,"UA",1275,"N75858","EWR","LAX",326,2454,9,20,2013-02-11 09:00:00,"4160"
"85",2013,8,20,1708,1710,-2,1944,2015,-31,"AA",181,"N328AA","JFK","LAX",308,2475,17,10,2013-08-20 17:00:00,"10497"
"86",2013,7,24,1521,1520,1,1812,1814,-2,"UA",1600,"N14120","EWR","LAX",325,2454,15,20,2013-07-24 15:00:00,"9540"
"87",2013,8,2,1820,1759,21,2138,2058,40,"UA",535,"N596UA","JFK","LAX",327,2475,17,59,2013-08-02 17:00:00,"9868"
"88",2013,4,18,905,855,10,1253,1158,55,"UA",1735,"N69154","EWR","LAX",344,2454,8,55,2013-04-18 08:00:00,"6160"
"89",2013,11,25,1414,1415,-1,1712,1736,-24,"UA",1493,"N12238","EWR","LAX",334,2454,14,15,2013-11-25 14:00:00,"2712"
"90",2013,12,25,1704,1659,5,2000,2017,-17,"UA",274,"N504UA","EWR","LAX",328,2454,16,59,2013-12-25 16:00:00,"3675"
"91",2013,6,10,2215,2100,75,141,5,96,"DL",2363,"N197DN","JFK","LAX",312,2475,21,0,2013-06-10 21:00:00,"8020"
"92",2013,12,10,NA,946,NA,NA,1313,NA,"UA",297,NA,"EWR","LAX",NA,2454,9,46,2013-12-10 09:00:00,"3202"
"93",2013,7,3,840,840,0,1113,1132,-19,"UA",443,"N560UA","JFK","LAX",302,2475,8,40,2013-07-03 08:00:00,"8803"
"94",2013,11,27,857,857,0,1156,1210,-14,"UA",997,"N578UA","EWR","LAX",322,2454,8,57,2013-11-27 08:00:00,"2765"
"95",2013,3,13,841,840,1,1142,1150,-8,"UA",443,"N512UA","JFK","LAX",322,2475,8,40,2013-03-13 08:00:00,"5017"
"96",2013,7,5,912,900,12,1126,1200,-34,"UA",506,"N580UA","EWR","LAX",295,2454,9,0,2013-07-05 09:00:00,"8865"
"97",2013,11,26,1342,1345,-3,1644,1705,-21,"AA",117,"N339AA","JFK","LAX",341,2475,13,45,2013-11-26 13:00:00,"2742"
"98",2013,11,27,1655,1645,10,1951,2010,-19,"AA",181,"N323AA","JFK","LAX",329,2475,16,45,2013-11-27 16:00:00,"2783"
"99",2013,7,23,1720,1655,25,2022,1940,42,"UA",483,"N567UA","EWR","LAX",320,2454,16,55,2013-07-23 16:00:00,"9509"
"100",2013,1,10,825,830,-5,1113,1154,-41,"UA",112,"N48127","JFK","LAX",325,2475,8,30,2013-01-10 08:00:00,"261"
"101",2013,5,3,1514,1515,-1,1746,1816,-30,"UA",1600,"N14107","EWR","LAX",301,2454,15,15,2013-05-03 15:00:00,"6692"
"102",2013,6,5,1003,1009,-6,1308,1308,0,"UA",768,"N593UA","EWR","LAX",329,2454,10,9,2013-06-05 10:00:00,"7824"
"103",2013,7,21,2244,2057,107,111,2359,72,"UA",1439,"N37420","EWR","LAX",310,2454,20,57,2013-07-21 20:00:00,"9445"
"104",2013,12,31,1809,1820,-11,2147,2145,2,"AA",119,"N3EGAA","EWR","LAX",352,2454,18,20,2013-12-31 18:00:00,"3865"
"105",2013,4,18,1716,1700,16,2013,2025,-12,"AA",181,"N332AA","JFK","LAX",322,2475,17,0,2013-04-18 17:00:00,"6176"
"106",2013,2,9,NA,1130,NA,NA,1445,NA,"UA",362,NA,"JFK","LAX",NA,2475,11,30,2013-02-09 11:00:00,"4125"
"107",2013,3,16,1202,1200,2,1524,1508,16,"DL",863,"N718TW","JFK","LAX",350,2475,12,0,2013-03-16 12:00:00,"5111"
"108",2013,2,1,1506,1506,0,1826,1819,7,"UA",54,"N13113","EWR","LAX",353,2454,15,6,2013-02-01 15:00:00,"3890"
"109",2013,8,30,1323,1325,-2,1549,1615,-26,"UA",1054,"N58101","EWR","LAX",302,2454,13,25,2013-08-30 13:00:00,"10845"
"110",2013,8,22,1710,1644,26,1925,1945,-20,"UA",1223,"N75436","EWR","LAX",293,2454,16,44,2013-08-22 16:00:00,"10571"
"111",2013,1,24,1152,1200,-8,1511,1510,1,"AA",3,"N339AA","JFK","LAX",358,2475,12,0,2013-01-24 12:00:00,"661"
"112",2013,11,18,1341,1345,-4,1637,1650,-13,"AA",117,"N338AA","JFK","LAX",326,2475,13,45,2013-11-18 13:00:00,"2480"
"113",2013,9,19,1755,1748,7,2056,2102,-6,"UA",1165,"N75425","EWR","LAX",324,2454,17,48,2013-09-19 17:00:00,"11528"
"114",2013,9,2,1904,1430,274,2210,1734,276,"UA",1493,"N76523","EWR","LAX",310,2454,14,30,2013-09-02 14:00:00,"10955"
"115",2013,1,4,728,730,-2,1024,1100,-36,"AA",33,"N323AA","JFK","LAX",327,2475,7,30,2013-01-04 07:00:00,"92"
"116",2013,8,10,1916,1915,1,2243,2230,13,"AA",21,"N338AA","JFK","LAX",315,2475,19,15,2013-08-10 19:00:00,"10151"
"117",2013,5,17,1633,1629,4,1918,1941,-23,"UA",789,"N801UA","EWR","LAX",322,2454,16,29,2013-05-17 16:00:00,"7187"
"118",2013,4,23,1804,1742,22,2134,2055,39,"UA",1165,"N57852","EWR","LAX",340,2454,17,42,2013-04-23 17:00:00,"6349"
"119",2013,8,29,1849,1850,-1,2204,2200,4,"AA",119,"N3GUAA","EWR","LAX",299,2454,18,50,2013-08-29 18:00:00,"10822"
"120",2013,5,13,1150,1200,-10,1409,1505,-56,"AA",3,"N329AA","JFK","LAX",292,2475,12,0,2013-05-13 12:00:00,"7033"
"121",2013,8,10,1825,1830,-5,2153,2145,8,"AA",119,"N3BHAA","EWR","LAX",326,2454,18,30,2013-08-10 18:00:00,"10149"
"122",2013,11,1,1918,1803,75,2215,2117,58,"UA",1165,"N33292","EWR","LAX",321,2454,18,3,2013-11-01 18:00:00,"1925"
"123",2013,4,26,817,802,15,1205,1123,42,"UA",308,"N424UA","EWR","LAX",328,2454,8,2,2013-04-26 08:00:00,"6435"
"124",2013,12,18,1808,1804,4,2140,2125,15,"UA",1022,"N14219","EWR","LAX",353,2454,18,4,2013-12-18 18:00:00,"3461"
"125",2013,1,24,1900,1900,0,2307,2238,29,"DL",87,"N713TW","JFK","LAX",355,2475,19,0,2013-01-24 19:00:00,"675"
"126",2013,8,18,2146,2150,-4,21,100,-39,"AA",185,"N332AA","JFK","LAX",305,2475,21,50,2013-08-18 21:00:00,"10436"
"127",2013,3,30,642,640,2,934,1000,-26,"UA",387,"N435UA","EWR","LAX",334,2454,6,40,2013-03-30 06:00:00,"5513"
"128",2013,2,11,NA,1545,NA,NA,1910,NA,"AA",133,"N332AA","JFK","LAX",NA,2475,15,45,2013-02-11 15:00:00,"4181"
"129",2013,1,31,1026,1030,-4,1314,1340,-26,"AA",19,"N329AA","JFK","LAX",330,2475,10,30,2013-01-31 10:00:00,"856"
"130",2013,5,23,1903,1900,3,2305,2238,27,"DL",87,"N713TW","JFK","LAX",334,2475,19,0,2013-05-23 19:00:00,"7400"
"131",2013,4,10,1108,1113,-5,1359,1415,-16,"UA",703,"N560UA","JFK","LAX",328,2475,11,13,2013-04-10 11:00:00,"5889"
"132",2013,9,24,1519,1525,-6,1843,1840,3,"AA",133,"N336AA","JFK","LAX",320,2475,15,25,2013-09-24 15:00:00,"11692"
"133",2013,7,26,615,619,-4,906,904,2,"UA",742,"N567UA","EWR","LAX",316,2454,6,19,2013-07-26 06:00:00,"9594"
"134",2013,6,8,739,730,9,1011,1040,-29,"DL",763,"N198DN","JFK","LAX",311,2475,7,30,2013-06-08 07:00:00,"7927"
"135",2013,10,20,911,910,1,1214,1220,-6,"AA",1,"N335AA","JFK","LAX",333,2475,9,10,2013-10-20 09:00:00,"1508"
"136",2013,1,9,1836,1830,6,2241,2148,53,"UA",1165,"N78511","EWR","LAX",347,2454,18,30,2013-01-09 18:00:00,"251"
"137",2013,11,23,825,830,-5,1146,1152,-6,"UA",443,"N587UA","JFK","LAX",351,2475,8,30,2013-11-23 08:00:00,"2642"
"138",2013,3,16,1718,1645,33,2105,2005,60,"AA",181,"N319AA","JFK","LAX",365,2475,16,45,2013-03-16 16:00:00,"5119"
"139",2013,4,13,1732,1735,-3,2037,2050,-13,"DL",17,"N183DN","JFK","LAX",339,2475,17,35,2013-04-13 17:00:00,"6003"
"140",2013,6,2,1118,1125,-7,1400,1427,-27,"UA",703,"N505UA","JFK","LAX",313,2475,11,25,2013-06-02 11:00:00,"7724"
"141",2013,11,20,1024,1030,-6,1323,1325,-2,"AA",19,"N324AA","JFK","LAX",338,2475,10,30,2013-11-20 10:00:00,"2544"
"142",2013,2,11,900,900,0,1226,1220,6,"AA",1,"N328AA","JFK","LAX",353,2475,9,0,2013-02-11 09:00:00,"4158"
"143",2013,12,9,857,900,-3,1256,1227,29,"DL",422,"N723TW","JFK","LAX",362,2475,9,0,2013-12-09 09:00:00,"3140"
"144",2013,8,19,631,630,1,918,923,-5,"UA",207,"N588UA","JFK","LAX",312,2475,6,30,2013-08-19 06:00:00,"10438"
"145",2013,11,24,1540,1545,-5,1851,1920,-29,"AA",133,"N339AA","JFK","LAX",338,2475,15,45,2013-11-24 15:00:00,"2682"
"146",2013,4,17,2259,2145,74,248,105,103,"AA",185,"N332AA","JFK","LAX",368,2475,21,45,2013-04-17 21:00:00,"6151"
"147",2013,1,29,1544,1545,-1,1856,1910,-14,"AA",133,"N327AA","JFK","LAX",346,2475,15,45,2013-01-29 15:00:00,"807"
"148",2013,8,9,1817,1759,18,2159,2058,61,"UA",535,"N597UA","JFK","LAX",339,2475,17,59,2013-08-09 17:00:00,"10117"
"149",2013,12,17,732,729,3,1121,1045,36,"UA",1455,"N33266","EWR","LAX",340,2454,7,29,2013-12-17 07:00:00,"3404"
"150",2013,12,15,1529,1530,-1,1859,1903,-4,"DL",417,"N154DL","JFK","LAX",338,2475,15,30,2013-12-15 15:00:00,"3350"
"151",2013,11,5,904,910,-6,1202,1220,-18,"AA",1,"N324AA","JFK","LAX",336,2475,9,10,2013-11-05 09:00:00,"2038"
"152",2013,1,28,1322,1320,2,1649,1633,16,"UA",1110,"N17139","EWR","LAX",352,2454,13,20,2013-01-28 13:00:00,"773"
"153",2013,10,21,1159,1200,-1,1449,1506,-17,"DL",423,"N713TW","JFK","LAX",328,2475,12,0,2013-10-21 12:00:00,"1549"
"154",2013,1,12,854,900,-6,1219,1220,-1,"AA",1,"N319AA","JFK","LAX",344,2475,9,0,2013-01-12 09:00:00,"318"
"155",2013,4,8,1543,1545,-2,1906,1909,-3,"UA",132,"N13110","JFK","LAX",352,2475,15,45,2013-04-08 15:00:00,"5823"
"156",2013,9,13,916,900,16,1157,1158,-1,"DL",120,"N702TW","JFK","LAX",314,2475,9,0,2013-09-13 09:00:00,"11309"
"157",2013,1,18,1156,1200,-4,1447,1529,-42,"DL",863,"N722TW","JFK","LAX",331,2475,12,0,2013-01-18 12:00:00,"494"
"158",2013,10,31,1635,1630,5,1955,1940,15,"AA",181,"N328AA","JFK","LAX",334,2475,16,30,2013-10-31 16:00:00,"1889"
"159",2013,5,21,1008,1009,-1,1316,1308,8,"UA",700,"N528UA","EWR","LAX",319,2454,10,9,2013-05-21 10:00:00,"7312"
"160",2013,7,15,1521,1520,1,1743,1814,-31,"UA",1600,"N14107","EWR","LAX",285,2454,15,20,2013-07-15 15:00:00,"9219"
"161",2013,4,5,2013,2015,-2,2331,2333,-2,"UA",1588,"N37420","EWR","LAX",331,2454,20,15,2013-04-05 20:00:00,"5734"
"162",2013,4,1,1545,1545,0,1947,1910,37,"AA",133,"N323AA","JFK","LAX",377,2475,15,45,2013-04-01 15:00:00,"5585"
"163",2013,3,3,1645,1545,60,1942,1910,32,"AA",133,"N336AA","JFK","LAX",339,2475,15,45,2013-03-03 15:00:00,"4735"
"164",2013,12,11,1127,1129,-2,1434,1442,-8,"UA",703,"N512UA","JFK","LAX",345,2475,11,29,2013-12-11 11:00:00,"3214"
"165",2013,2,7,856,900,-4,1208,1220,-12,"AA",1,"N332AA","JFK","LAX",336,2475,9,0,2013-02-07 09:00:00,"4048"
"166",2013,1,22,1841,1830,11,2152,2148,4,"UA",1165,"N76508","EWR","LAX",338,2454,18,30,2013-01-22 18:00:00,"616"
"167",2013,7,28,700,700,0,1010,1004,6,"DL",763,"N196DN","JFK","LAX",329,2475,7,0,2013-07-28 07:00:00,"9662"
"168",2013,5,6,611,600,11,907,916,-9,"UA",1169,"N13110","JFK","LAX",329,2475,6,0,2013-05-06 06:00:00,"6774"
"169",2013,4,8,831,831,0,1150,1151,-1,"UA",1029,"N57864","EWR","LAX",347,2454,8,31,2013-04-08 08:00:00,"5808"
"170",2013,7,10,1720,1710,10,2143,2015,88,"AA",181,"N339AA","JFK","LAX",349,2475,17,10,2013-07-10 17:00:00,"9048"
"171",2013,8,10,1814,1815,-1,2201,2135,26,"DL",17,"N196DN","JFK","LAX",334,2475,18,15,2013-08-10 18:00:00,"10148"
"172",2013,1,12,1312,1315,-3,1616,1623,-7,"UA",1199,"N19117","EWR","LAX",341,2454,13,15,2013-01-12 13:00:00,"325"
"173",2013,3,6,1549,1545,4,1857,1910,-13,"AA",133,"N319AA","JFK","LAX",341,2475,15,45,2013-03-06 15:00:00,"4824"
"174",2013,11,9,2135,2140,-5,35,40,-5,"AA",185,"N339AA","JFK","LAX",329,2475,21,40,2013-11-09 21:00:00,"2198"
"175",2013,4,24,602,600,2,926,915,11,"UA",32,"N14121","JFK","LAX",361,2475,6,0,2013-04-24 06:00:00,"6358"
"176",2013,8,26,1837,1829,8,2131,2125,6,"UA",1489,"N57855","EWR","LAX",287,2454,18,29,2013-08-26 18:00:00,"10716"
"177",2013,3,12,2049,2029,20,2323,2333,-10,"UA",771,"N525UA","JFK","LAX",311,2475,20,29,2013-03-12 20:00:00,"5009"
"178",2013,11,15,1524,1530,-6,1857,1901,-4,"DL",417,"N196DN","JFK","LAX",355,2475,15,30,2013-11-15 15:00:00,"2389"
"179",2013,3,15,1755,1750,5,2103,2101,2,"UA",1139,"N57852","EWR","LAX",331,2454,17,50,2013-03-15 17:00:00,"5095"
"180",2013,10,18,1705,1659,6,1959,1959,0,"UA",1665,"N27733","EWR","LAX",332,2454,16,59,2013-10-18 16:00:00,"1462"
"181",2013,7,29,2127,2100,27,26,22,4,"DL",2363,"N198DN","JFK","LAX",335,2475,21,0,2013-07-29 21:00:00,"9726"
"182",2013,4,21,958,900,58,1251,1225,26,"AA",1,"N320AA","JFK","LAX",325,2475,9,0,2013-04-21 09:00:00,"6262"
"183",2013,9,26,654,652,2,953,954,-1,"UA",1439,"N81449","EWR","LAX",333,2454,6,52,2013-09-26 06:00:00,"11742"
"184",2013,3,6,1452,1445,7,1801,1819,-18,"DL",963,"N722TW","JFK","LAX",341,2475,14,45,2013-03-06 14:00:00,"4822"
"185",2013,7,3,2051,2025,26,2353,2324,29,"UA",771,"N508UA","JFK","LAX",296,2475,20,25,2013-07-03 20:00:00,"8828"
"186",2013,6,24,2108,2100,8,27,5,22,"DL",2363,"N188DN","JFK","LAX",313,2475,21,0,2013-06-24 21:00:00,"8513"
"187",2013,7,17,1101,1103,-2,1314,1352,-38,"UA",1116,"N38458","EWR","LAX",295,2454,11,3,2013-07-17 11:00:00,"9285"
"188",2013,3,12,1508,1445,23,1820,1819,1,"DL",963,"N722TW","JFK","LAX",324,2475,14,45,2013-03-12 14:00:00,"4998"
